tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,d1_ATP,d1_Date,d1_Series,d1_Court,d1_Surface,d1_Round,d1_Best of,d1_WRank,d1_LRank,d1_WPts,d1_LPts,d1_W1,d1_L1,d1_W2,d1_L2,d1_W3,d1_L3,d1_W4,d1_L4,d1_W5,d1_L5,d1_Wsets,d1_Lsets,d1_Comment,d1_B365W,d1_B365L,d1_PSW,d1_PSL,d1_MaxW,d1_MaxL,d1_AvgW,d1_AvgL
2023-580,Australian Open,Hard,128,G,20230116,102,207494,,Q,Dalibor Svrcina,R,178.0,CZE,20.2,144719,,,Jaume Munar,R,183.0,ESP,25.7,6-3 6-2 6-2,5,R128,136.0,0.0,4.0,69.0,48.0,37.0,12.0,13.0,4.0,5.0,7.0,6.0,102.0,65.0,40.0,10.0,12.0,11.0,18.0,216.0,249.0,64.0,777.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,216.0,64.0,249.0,777.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,2.75,1.44,2.74,1.52,2.8,1.52,2.64,1.48
2023-580,Australian Open,Hard,128,G,20230116,103,106415,31.0,,Yoshihito Nishioka,L,170.0,JPN,27.3,144707,,,Mikael Ymer,R,183.0,SWE,24.3,6-4 6-2 7-5,5,R128,138.0,1.0,1.0,86.0,55.0,40.0,19.0,15.0,3.0,5.0,6.0,3.0,90.0,66.0,41.0,12.0,15.0,6.0,12.0,33.0,1212.0,69.0,751.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,33.0,69.0,1212.0,751.0,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.91,1.91,2.02,1.88,2.04,2.0,1.94,1.86
2023-580,Australian Open,Hard,128,G,20230116,104,111575,18.0,,Karen Khachanov,R,198.0,RUS,26.6,126523,,,Bernabe Zapata Miralles,R,183.0,ESP,26.0,7-6(3) 6-2 6-0,5,R128,122.0,11.0,1.0,90.0,68.0,50.0,14.0,13.0,6.0,7.0,1.0,1.0,91.0,56.0,33.0,12.0,13.0,6.0,12.0,20.0,1885.0,72.0,712.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,20.0,72.0,1885.0,712.0,7.0,6.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.07,9.0,1.06,13.0,1.09,13.0,1.06,9.77
2023-580,Australian Open,Hard,128,G,20230116,105,106186,,WC,Jason Kubler,R,178.0,AUS,29.6,202104,,,Sebastian Baez,R,170.0,ARG,22.0,6-4 6-4 6-4,5,R128,136.0,6.0,2.0,86.0,53.0,45.0,19.0,15.0,3.0,3.0,0.0,3.0,80.0,61.0,40.0,11.0,15.0,0.0,3.0,84.0,633.0,44.0,975.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,84.0,44.0,633.0,975.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.33,3.4,1.36,3.48,1.36,3.66,1.33,3.38
2023-580,Australian Open,Hard,128,G,20230116,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,194.0,74.0,289.0,701.0,6.0,2.0,6.0,4.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,2.75,1.44,2.86,1.48,3.0,1.5,2.79,1.44
2023-580,Australian Open,Hard,128,G,20230116,107,126207,16.0,,Frances Tiafoe,R,188.0,USA,24.9,127157,,,Daniel Altmaier,R,188.0,GER,24.3,6-3 6-3 6-7(5) 7-6(6),5,R128,199.0,24.0,3.0,129.0,81.0,68.0,31.0,21.0,7.0,8.0,17.0,2.0,154.0,93.0,65.0,33.0,21.0,12.0,16.0,17.0,2260.0,92.0,584.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,17.0,92.0,2260.0,584.0,6.0,3.0,6.0,3.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,1.1,7.0,1.1,8.65,1.12,8.65,1.1,7.19
2023-580,Australian Open,Hard,128,G,20230116,108,128034,10.0,,Hubert Hurkacz,R,196.0,POL,25.9,124079,,,Pedro Martinez,R,185.0,ESP,25.7,7-6(1) 6-2 6-2,5,R128,109.0,24.0,1.0,70.0,51.0,46.0,14.0,14.0,0.0,0.0,0.0,4.0,84.0,61.0,38.0,10.0,14.0,0.0,4.0,11.0,2860.0,60.0,801.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,11.0,60.0,2860.0,801.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.06,13.22,1.06,13.22,1.05,10.6
2023-580,Australian Open,Hard,128,G,20230116,109,132283,,,Lorenzo Sonego,R,191.0,ITA,27.6,132686,,,Nuno Borges,R,185.0,POR,25.9,7-6(4) 6-3 6-7(6) 6-1,5,R128,197.0,16.0,4.0,129.0,94.0,79.0,19.0,20.0,4.0,4.0,0.0,2.0,128.0,89.0,56.0,30.0,20.0,4.0,7.0,47.0,925.0,111.0,512.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,47.0,111.0,925.0,512.0,7.0,6.0,6.0,3.0,6.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.3,3.5,1.37,3.37,1.38,3.6,1.34,3.27
2023-580,Australian Open,Hard,128,G,20230116,110,106121,,,Taro Daniel,R,191.0,JPN,29.9,124014,,Q,Ernesto Escobedo,R,185.0,MEX,26.5,7-5 6-2 3-6 6-3,5,R128,194.0,15.0,3.0,122.0,77.0,56.0,26.0,19.0,5.0,7.0,11.0,3.0,124.0,78.0,54.0,23.0,19.0,6.0,11.0,94.0,572.0,313.0,163.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,94.0,313.0,572.0,163.0,7.0,5.0,6.0,2.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.57,2.38,1.57,2.57,1.63,2.57,1.57,2.43
2023-580,Australian Open,Hard,128,G,20230116,111,133430,20.0,,Denis Shapovalov,L,185.0,CAN,23.7,105583,,,Dusan Lajovic,R,183.0,SRB,32.5,6-4 4-6 6-4 6-1,5,R128,143.0,16.0,7.0,111.0,62.0,51.0,25.0,19.0,3.0,5.0,5.0,2.0,102.0,76.0,52.0,13.0,18.0,7.0,12.0,22.0,1830.0,86.0,626.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,22.0,86.0,1830.0,626.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.08,8.0,1.09,9.82,1.1,9.82,1.08,8.01
2023-580,Australian Open,Hard,128,G,20230116,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,31.0,87.0,1325.0,606.0,6.0,4.0,1.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.08,8.0,1.1,9.05,1.11,9.25,1.08,8.1
2023-580,Australian Open,Hard,128,G,20230116,113,133297,,Q,Yosuke Watanuki,R,180.0,JPN,24.7,126239,,,Arthur Rinderknech,R,196.0,FRA,27.4,6-3 6-3 6-2,5,R128,103.0,10.0,4.0,72.0,47.0,40.0,13.0,13.0,0.0,0.0,8.0,4.0,76.0,47.0,31.0,13.0,13.0,8.0,13.0,138.0,413.0,59.0,807.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,138.0,59.0,413.0,807.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2.3,1.62,2.18,1.77,2.45,1.77,2.28,1.64
2023-580,Australian Open,Hard,128,G,20230116,114,105357,,WC,John Millman,R,183.0,AUS,33.5,144817,,,Marc Andrea Huesler,L,196.0,SUI,26.5,6-7(8) 7-5 6-7(2) 6-2 6-3,5,R128,245.0,9.0,3.0,171.0,116.0,90.0,30.0,27.0,4.0,5.0,20.0,1.0,170.0,105.0,75.0,38.0,26.0,6.0,11.0,140.0,410.0,51.0,866.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,140.0,51.0,410.0,866.0,6.0,7.0,7.0,5.0,6.0,7.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,2.2,1.67,2.25,1.72,2.3,1.78,2.18,1.69
2023-580,Australian Open,Hard,128,G,20230116,115,106421,7.0,,Daniil Medvedev,R,198.0,RUS,26.9,106218,,,Marcos Giron,R,180.0,USA,29.4,6-0 6-1 6-2,5,R128,96.0,9.0,4.0,73.0,51.0,40.0,13.0,11.0,6.0,6.0,1.0,0.0,69.0,46.0,21.0,10.0,10.0,6.0,13.0,8.0,3860.0,56.0,841.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,8.0,56.0,3860.0,841.0,6.0,0.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,17.0,1.04,18.34,1.08,18.34,1.03,13.88
2023-580,Australian Open,Hard,128,G,20230116,116,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,111460,,,Quentin Halys,R,191.0,FRA,26.2,6-3 6-4 7-6(6),5,R128,120.0,17.0,6.0,95.0,61.0,51.0,17.0,16.0,7.0,9.0,9.0,6.0,90.0,57.0,46.0,10.0,15.0,3.0,7.0,4.0,5715.0,61.0,800.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,4.0,61.0,5715.0,800.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.14,5.5,1.14,6.96,1.18,6.96,1.14,5.69
2023-580,Australian Open,Hard,128,G,20230116,117,208014,,WC,Rinky Hijikata,R,178.0,AUS,21.8,105870,,Q,Yannick Hanfmann,R,193.0,GER,31.1,4-6 4-6 6-3 7-6(5) 6-3,5,R128,265.0,15.0,6.0,191.0,121.0,90.0,33.0,25.0,12.0,15.0,21.0,2.0,152.0,98.0,73.0,27.0,25.0,8.0,11.0,169.0,344.0,128.0,435.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,169.0,128.0,344.0,435.0,4.0,6.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,2.0,1.8,1.98,1.93,2.1,1.93,1.98,1.83
2023-580,Australian Open,Hard,128,G,20230116,118,134868,,,Tallon Griekspoor,R,188.0,NED,26.5,200303,,LL,Pavel Kotov,R,191.0,RUS,24.1,6-3 7-6(3) 6-3,5,R128,129.0,13.0,3.0,97.0,61.0,52.0,21.0,15.0,1.0,1.0,6.0,3.0,90.0,62.0,44.0,16.0,15.0,6.0,8.0,63.0,789.0,117.0,483.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,63.0,117.0,789.0,483.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.36,3.2,1.42,3.1,1.42,3.4,1.37,3.13
2023-580,Australian Open,Hard,128,G,20230116,119,122298,32.0,,Botic Van De Zandschulp,R,191.0,NED,27.2,125802,,,Ilya Ivashka,R,193.0,BLR,28.8,6-3 3-6 7-5 6-3,5,R128,212.0,11.0,6.0,168.0,111.0,71.0,28.0,20.0,17.0,21.0,6.0,3.0,125.0,78.0,53.0,22.0,19.0,8.0,14.0,34.0,1205.0,73.0,705.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,34.0,73.0,1205.0,705.0,6.0,3.0,3.0,6.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.2,1.47,2.91,1.52,3.3,1.39,3.03
2023-580,Australian Open,Hard,128,G,20230116,120,144750,,,Lloyd Harris,R,193.0,RSA,25.8,207518,17.0,,Lorenzo Musetti,R,185.0,ITA,20.8,6-4 6-1 6-7(0) 2-6 7-6(4),5,R128,228.0,17.0,5.0,173.0,106.0,80.0,30.0,25.0,7.0,11.0,7.0,2.0,144.0,92.0,62.0,31.0,24.0,3.0,9.0,186.0,310.0,19.0,1925.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,186.0,19.0,310.0,1925.0,6.0,4.0,6.0,1.0,6.0,7.0,2.0,6.0,7.0,6.0,3.0,2.0,Completed,3.4,1.33,3.61,1.34,3.61,1.39,3.35,1.33
2023-580,Australian Open,Hard,128,G,20230116,121,105916,,,Marton Fucsovics,R,188.0,HUN,30.9,105948,,,Federico Coria,R,180.0,ARG,30.8,4-6 7-5 2-6 7-6(6) 6-2,5,R128,257.0,9.0,4.0,162.0,95.0,66.0,32.0,25.0,13.0,20.0,1.0,4.0,168.0,121.0,77.0,21.0,25.0,11.0,18.0,78.0,687.0,76.0,695.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,78.0,76.0,687.0,695.0,4.0,6.0,7.0,5.0,2.0,6.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.14,5.5,1.17,5.96,1.22,6.0,1.16,5.38
2023-580,Australian Open,Hard,128,G,20230116,122,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,23.4,106296,,,Gregoire Barrere,R,183.0,FRA,28.9,3-6 6-3 6-4 6-4,5,R128,176.0,10.0,1.0,104.0,71.0,56.0,19.0,19.0,2.0,4.0,7.0,3.0,126.0,70.0,49.0,31.0,19.0,12.0,16.0,79.0,649.0,83.0,635.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,79.0,83.0,649.0,635.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,2.3,1.62,2.43,1.63,2.55,1.67,2.36,1.6
2023-580,Australian Open,Hard,128,G,20230116,123,206173,15.0,,Jannik Sinner,R,191.0,ITA,21.4,106378,,,Kyle Edmund,R,188.0,GBR,28.0,6-4 6-0 6-2,5,R128,116.0,6.0,2.0,82.0,54.0,44.0,12.0,12.0,5.0,6.0,2.0,2.0,81.0,45.0,24.0,13.0,12.0,3.0,10.0,16.0,2375.0,581.0,52.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,16.0,581.0,2375.0,52.0,6.0,4.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.05,15.72,1.07,15.72,1.05,11.18
2023-580,Australian Open,Hard,128,G,20230116,124,111815,11.0,,Cameron Norrie,L,188.0,GBR,27.4,209414,,WC,Luca Van Assche,R,178.0,FRA,18.6,7-6(3) 6-0 6-3,5,R128,142.0,6.0,2.0,96.0,67.0,47.0,13.0,14.0,5.0,8.0,1.0,4.0,80.0,41.0,25.0,15.0,13.0,8.0,15.0,12.0,2680.0,143.0,403.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,12.0,143.0,2680.0,403.0,7.0,6.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.06,10.0,1.07,11.47,1.09,11.47,1.06,9.17
2023-580,Australian Open,Hard,128,G,20230116,125,106005,,,Constant Lestienne,R,180.0,FRA,30.6,106329,,,Thiago Monteiro,L,183.0,BRA,28.6,6-3 7-6(2) 6-3,5,R128,148.0,5.0,3.0,113.0,85.0,68.0,10.0,15.0,6.0,6.0,10.0,4.0,95.0,58.0,43.0,15.0,15.0,6.0,8.0,55.0,842.0,77.0,690.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,55.0,77.0,842.0,690.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,2.1,1.73,2.19,1.76,2.19,1.84,2.08,1.76
2023-580,Australian Open,Hard,128,G,20230116,126,111153,,WC,Christopher Eubanks,R,201.0,USA,26.6,126952,,,Soon Woo Kwon,R,180.0,KOR,25.1,6-3 6-7(1) 6-3 4-6 6-4,5,R128,188.0,42.0,5.0,155.0,109.0,83.0,25.0,25.0,3.0,4.0,10.0,6.0,138.0,84.0,66.0,31.0,25.0,3.0,6.0,116.0,487.0,52.0,862.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,116.0,52.0,487.0,862.0,6.0,3.0,6.0,7.0,6.0,3.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.38,1.57,2.65,1.55,2.65,1.62,2.38,1.58
2023-580,Australian Open,Hard,128,G,20230116,127,208103,,,Jiri Lehecka,R,185.0,CZE,21.1,106432,21.0,,Borna Coric,R,188.0,CRO,26.1,6-3 6-3 6-3,5,R128,133.0,7.0,3.0,83.0,54.0,43.0,17.0,14.0,6.0,7.0,3.0,0.0,84.0,58.0,36.0,10.0,13.0,4.0,9.0,71.0,717.0,23.0,1760.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,71.0,23.0,717.0,1760.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,3.2,1.36,3.34,1.38,3.34,1.39,3.2,1.35
2023-580,Australian Open,Hard,128,G,20230116,128,202103,28.0,,Francisco Cerundolo,R,185.0,ARG,24.4,105550,,,Guido Pella,L,183.0,ARG,32.6,6-4 6-4 6-3,5,R128,126.0,6.0,3.0,95.0,64.0,48.0,16.0,15.0,4.0,5.0,0.0,0.0,85.0,58.0,36.0,14.0,14.0,2.0,7.0,29.0,1383.0,,,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,29.0,181.0,1383.0,318.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.13,6.0,1.17,6.06,1.2,6.06,1.15,5.58
2023-580,Australian Open,Hard,128,G,20230116,129,144895,,,Corentin Moutet,L,180.0,FRA,23.7,200059,,WC,Yibing Wu,R,183.0,CHN,23.2,6-4 5-7 6-2 4-6 7-5,5,R128,254.0,2.0,3.0,168.0,128.0,82.0,22.0,26.0,5.0,10.0,3.0,2.0,164.0,107.0,69.0,27.0,26.0,12.0,19.0,62.0,790.0,114.0,494.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,62.0,114.0,790.0,494.0,6.0,4.0,5.0,7.0,6.0,2.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,2.38,1.57,2.4,1.65,2.4,1.66,2.33,1.61
2023-580,Australian Open,Hard,128,G,20230116,130,144684,,,Alex Molcan,L,178.0,SVK,25.1,104527,,,Stan Wawrinka,R,183.0,SUI,37.8,6-7(3) 6-3 1-6 7-6(2) 6-4,5,R128,262.0,7.0,4.0,154.0,90.0,52.0,37.0,25.0,7.0,16.0,16.0,4.0,172.0,99.0,72.0,23.0,25.0,14.0,23.0,53.0,850.0,139.0,412.0,5,1/16/2023,Grand Slam,Outdoor,Hard,1st Round,5,53.0,139.0,850.0,412.0,6.0,7.0,6.0,3.0,1.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,3.75,1.29,3.89,1.3,4.0,1.31,3.7,1.28
2023-580,Australian Open,Hard,128,G,20230116,131,200000,6.0,,Felix Auger Aliassime,R,193.0,CAN,22.4,105577,,,Vasek Pospisil,R,193.0,CAN,32.5,1-6 7-6(4) 7-6(3) 6-3,5,R128,238.0,13.0,7.0,130.0,78.0,59.0,26.0,20.0,1.0,5.0,14.0,7.0,147.0,95.0,66.0,26.0,20.0,9.0,12.0,7.0,3895.0,99.0,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-580,Australian Open,Hard,128,G,20230116,132,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.2,106233,,WC,Dominic Thiem,R,185.0,AUT,29.3,6-3 6-4 6-2,5,R128,130.0,7.0,3.0,88.0,59.0,48.0,13.0,14.0,2.0,2.0,4.0,0.0,88.0,52.0,30.0,21.0,13.0,12.0,16.0,6.0,3930.0,98.0,561.0,5,1/17/2023,Grand Slam,Outdoor,Hard,1st Round,5,6.0,98.0,3930.0,561.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.25,4.0,1.28,4.13,1.3,4.2,1.27,3.84
2023-580,Australian Open,Hard,128,G,20230116,133,200325,,,Emil Ruusuvuori,R,188.0,FIN,23.7,126845,,Q,Max Purcell,R,185.0,AUS,24.7,4-6 6-3 6-4 7-6(11),5,R128,221.0,10.0,4.0,140.0,95.0,70.0,26.0,21.0,6.0,8.0,21.0,5.0,141.0,89.0,71.0,16.0,20.0,8.0,11.0,46.0,941.0,205.0,268.0,5,1/18/2023,Grand Slam,Outdoor,Hard,1st Round,5,46.0,205.0,941.0,268.0,4.0,6.0,6.0,3.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.36,3.2,1.41,3.18,1.41,3.35,1.35,3.2
2023-580,Australian Open,Hard,128,G,20230116,134,104871,,,Jeremy Chardy,R,188.0,FRA,35.9,123755,,,Daniel Elahi Galan,R,191.0,COL,26.5,1-6 7-5 6-1 6-4,5,R128,199.0,7.0,14.0,157.0,96.0,65.0,26.0,18.0,21.0,26.0,2.0,4.0,122.0,73.0,45.0,22.0,18.0,10.0,17.0,,,70.0,735.0,5,1/17/2023,Grand Slam,Outdoor,Hard,1st Round,5,,70.0,,735.0,1.0,6.0,7.0,5.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,3.2,1.36,3.32,1.38,3.38,1.4,3.19,1.36
2023-580,Australian Open,Hard,128,G,20230116,135,105554,25.0,,Daniel Evans,R,175.0,GBR,32.6,105487,,,Facundo Bagnis,L,183.0,ARG,32.8,6-4 4-6 6-4 6-4,5,R128,209.0,5.0,6.0,109.0,70.0,52.0,24.0,20.0,3.0,6.0,11.0,3.0,137.0,93.0,58.0,22.0,20.0,5.0,10.0,30.0,1380.0,91.0,595.0,5,1/17/2023,Grand Slam,Outdoor,Hard,1st Round,5,30.0,91.0,1380.0,595.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.11,6.5,1.14,7.05,1.15,7.05,1.12,6.38
2023-580,Australian Open,Hard,128,G,20230116,136,106045,,LL,Denis Kudla,R,180.0,USA,30.4,126128,,,Roman Safiullin,R,185.0,RUS,25.4,3-6 7-5 7-6(6) 6-3,5,R128,182.0,12.0,2.0,116.0,72.0,58.0,22.0,21.0,4.0,7.0,16.0,5.0,128.0,76.0,56.0,26.0,21.0,2.0,7.0,108.0,522.0,97.0,563.0,5,1/18/2023,Grand Slam,Outdoor,Hard,1st Round,5,108.0,97.0,522.0,563.0,3.0,6.0,7.0,5.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,3.2,1.36,3.47,1.35,3.47,1.41,3.19,1.36
2023-580,Australian Open,Hard,128,G,20230116,137,200005,,,Ugo Humbert,L,188.0,FRA,24.5,104755,,,Richard Gasquet,R,183.0,FRA,36.5,6-3 6-4 6-3,5,R128,118.0,12.0,3.0,84.0,53.0,42.0,17.0,14.0,3.0,4.0,2.0,1.0,80.0,48.0,29.0,15.0,14.0,8.0,13.0,106.0,523.0,42.0,990.0,5,1/18/2023,Grand Slam,Outdoor,Hard,1st Round,5,106.0,42.0,523.0,990.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,2.1,1.73,2.05,1.86,2.02,2.03,1.86,1.8
2023-580,Australian Open,Hard,128,G,20230116,138,202195,,,Maxime Cressy,R,201.0,USA,25.6,105077,,,Albert Ramos,L,188.0,ESP,34.9,7-6(2) 7-5 3-6 6-3,5,R128,203.0,34.0,11.0,120.0,77.0,65.0,27.0,21.0,3.0,4.0,5.0,3.0,124.0,77.0,58.0,29.0,21.0,5.0,7.0,41.0,992.0,37.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-580,Australian Open,Hard,128,G,20230116,139,208029,9.0,,Holger Rune,R,188.0,DEN,19.7,105936,,,Filip Krajinovic,R,185.0,SRB,30.8,6-2 6-3 6-4,5,R128,123.0,11.0,4.0,83.0,56.0,40.0,14.0,14.0,6.0,8.0,4.0,3.0,94.0,62.0,40.0,10.0,13.0,6.0,13.0,10.0,2876.0,54.0,845.0,5,1/17/2023,Grand Slam,Outdoor,Hard,1st Round,5,10.0,54.0,2876.0,845.0,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.14,5.5,1.18,5.65,1.21,5.65,1.17,5.08
2023-580,Australian Open,Hard,128,G,20230116,140,105807,14.0,,Pablo Carreno Busta,R,188.0,ESP,31.5,106398,,,Pedro Cachin,R,185.0,ARG,27.7,7-6(4) 6-1 7-6(3),5,R128,128.0,15.0,3.0,93.0,59.0,53.0,22.0,16.0,2.0,2.0,12.0,1.0,97.0,59.0,48.0,18.0,15.0,4.0,6.0,15.0,2420.0,58.0,809.0,5,1/17/2023,Grand Slam,Outdoor,Hard,1st Round,5,15.0,58.0,2420.0,809.0,7.0,6.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,1.08,8.0,1.09,9.27,1.12,9.27,1.08,7.93
2023-580,Australian Open,Hard,128,G,20230116,141,126127,,,Benjamin Bonzi,R,183.0,FRA,26.6,208233,,Q,Mattia Bellucci,L,175.0,ITA,21.6,4-6 6-3 7-6(5) 6-4,5,R128,196.0,15.0,3.0,149.0,88.0,65.0,34.0,21.0,12.0,15.0,9.0,7.0,122.0,72.0,58.0,24.0,20.0,3.0,7.0,48.0,911.0,152.0,374.0,5,1/17/2023,Grand Slam,Outdoor,Hard,1st Round,5,48.0,152.0,911.0,374.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.4,3.0,1.4,3.23,1.42,3.25,1.39,3.01
2023-580,Australian Open,Hard,128,G,20230116,142,105173,,,Adrian Mannarino,L,180.0,FRA,34.5,104545,,,John Isner,R,208.0,USA,37.7,6-7(5) 7-6(8) 6-2 6-2,5,R128,183.0,14.0,4.0,119.0,76.0,70.0,24.0,20.0,3.0,3.0,21.0,2.0,128.0,90.0,67.0,19.0,20.0,5.0,9.0,45.0,971.0,43.0,980.0,5,1/18/2023,Grand Slam,Outdoor,Hard,1st Round,5,45.0,43.0,971.0,980.0,6.0,7.0,7.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,2.0,1.8,2.01,1.9,2.16,1.9,2.0,1.82
2023-580,Australian Open,Hard,128,G,20230116,143,200282,22.0,,Alex De Minaur,R,183.0,AUS,23.9,200318,,Q,Yu Hsiou Hsu,R,178.0,TPE,23.7,6-2 6-2 6-3,5,R128,121.0,8.0,1.0,63.0,35.0,30.0,20.0,13.0,1.0,1.0,3.0,2.0,102.0,74.0,43.0,10.0,12.0,8.0,14.0,24.0,1710.0,209.0,265.0,5,1/17/2023,Grand Slam,Outdoor,Hard,1st Round,5,24.0,209.0,1710.0,265.0,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.04,13.0,1.06,13.57,1.07,17.0,1.05,11.41
